speciesCode,commonName,scientificName,locId,locName,observationDate,observationCount,latitude,longitude,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
comkin1,Common Kingfisher,Alcedo atthis,L68612513,"Kamathe, Maharashtra, IN (17.495, 73.505)",2026-06-01 11:32,2.0,17.4951616,73.5053689,True,False,True,S350648440,
comtai1,Common Tailorbird,Orthotomus sutorius,L68612513,"Kamathe, Maharashtra, IN (17.495, 73.505)",2026-06-01 11:32,2.0,17.4951616,73.5053689,True,False,True,S350648440,
rewbul,Red-whiskered Bulbul,Pycnonotus jocosus,L68612513,"Kamathe, Maharashtra, IN (17.495, 73.505)",2026-06-01 11:32,2.0,17.4951616,73.5053689,True,False,True,S350648440,
junbab2,Jungle Babbler,Argya striata,L68612513,"Kamathe, Maharashtra, IN (17.495, 73.505)",2026-06-01 11:32,2.0,17.4951616,73.5053689,True,False,True,S350648440,
orhthr1,Orange-headed Thrush,Geokichla citrina,L68612513,"Kamathe, Maharashtra, IN (17.495, 73.505)",2026-06-01 11:32,2.0,17.4951616,73.5053689,True,False,True,S350648440,
rocpig,Rock Pigeon,Columba livia,L24979349,St. Regis Mumbai,2026-06-01 11:13,50.0,18.994223,72.824211,True,False,True,S350644697,N
blakit1,Black Kite,Milvus migrans,L24979349,St. Regis Mumbai,2026-06-01 11:13,30.0,18.994223,72.824211,True,False,True,S350644697,
houcro1,House Crow,Corvus splendens,L24979349,St. Regis Mumbai,2026-06-01 11:13,5.0,18.994223,72.824211,True,False,True,S350644697,
commyn,Common Myna,Acridotheres tristis,L24979349,St. Regis Mumbai,2026-06-01 11:13,1.0,18.994223,72.824211,True,False,True,S350644697,
spodov,Spotted Dove,Spilopelia chinensis,L53784408,Shrungartali,2026-06-01 10:40,3.0,17.4911657,73.2631019,True,False,True,S350650446,
grecou1,Greater Coucal,Centropus sinensis,L53784408,Shrungartali,2026-06-01 10:40,2.0,17.4911657,73.2631019,True,False,True,S350650446,
asikoe2,Asian Koel,Eudynamys scolopaceus,L53784408,Shrungartali,2026-06-01 10:40,1.0,17.4911657,73.2631019,True,False,True,S350650446,
brakit1,Brahminy Kite,Haliastur indus,L53784408,Shrungartali,2026-06-01 10:40,1.0,17.4911657,73.2631019,True,False,True,S350650446,
grnbee3,Asian Green Bee-eater,Merops orientalis,L53784408,Shrungartali,2026-06-01 10:40,3.0,17.4911657,73.2631019,True,False,True,S350650446,
whtkin2,White-throated Kingfisher,Halcyon smyrnensis,L53784408,Shrungartali,2026-06-01 10:40,1.0,17.4911657,73.2631019,True,False,True,S350650446,
copbar1,Coppersmith Barbet,Psilopogon haemacephalus,L53784408,Shrungartali,2026-06-01 10:40,3.0,17.4911657,73.2631019,True,False,True,S350650446,
brhbar1,Brown-headed Barbet,Psilopogon zeylanicus,L53784408,Shrungartali,2026-06-01 10:40,2.0,17.4911657,73.2631019,True,False,True,S350650446,
bkrfla1,Black-rumped Flameback,Dinopium benghalense,L53784408,Shrungartali,2026-06-01 10:40,1.0,17.4911657,73.2631019,True,False,True,S350650446,
indpit1,Indian Pitta,Pitta brachyura,L53784408,Shrungartali,2026-06-01 10:40,1.0,17.4911657,73.2631019,True,False,True,S350650446,
blhori1,Black-hooded Oriole,Oriolus xanthornus,L53784408,Shrungartali,2026-06-01 10:40,2.0,17.4911657,73.2631019,True,False,True,S350650446,
comior1,Common Iora,Aegithina tiphia,L53784408,Shrungartali,2026-06-01 10:40,6.0,17.4911657,73.2631019,True,False,True,S350650446,
bladro1,Black Drongo,Dicrurus macrocercus,L53784408,Shrungartali,2026-06-01 10:40,1.0,17.4911657,73.2631019,True,False,True,S350650446,
labcro1,Large-billed Crow,Corvus macrorhynchos,L53784408,Shrungartali,2026-06-01 10:40,2.0,17.4911657,73.2631019,True,False,True,S350650446,
gybpri1,Gray-breasted Prinia,Prinia hodgsonii,L53784408,Shrungartali,2026-06-01 10:40,3.0,17.4911657,73.2631019,True,False,True,S350650446,
y00621,Eastern Red-rumped Swallow,Cecropis daurica,L53784408,Shrungartali,2026-06-01 10:40,6.0,17.4911657,73.2631019,True,False,True,S350650446,
revbul,Red-vented Bulbul,Pycnonotus cafer,L53784408,Shrungartali,2026-06-01 10:40,6.0,17.4911657,73.2631019,True,False,True,S350650446,
junmyn1,Jungle Myna,Acridotheres fuscus,L53784408,Shrungartali,2026-06-01 10:40,3.0,17.4911657,73.2631019,True,False,True,S350650446,
eurbla2,Indian Blackbird,Turdus simillimus,L53784408,Shrungartali,2026-06-01 10:40,2.0,17.4911657,73.2631019,True,False,True,S350650446,
indrob1,Indian Robin,Copsychus fulicatus,L53784408,Shrungartali,2026-06-01 10:40,2.0,17.4911657,73.2631019,True,False,True,S350650446,
magrob,Oriental Magpie-Robin,Copsychus saularis,L53784408,Shrungartali,2026-06-01 10:40,5.0,17.4911657,73.2631019,True,False,True,S350650446,
pabflo1,Pale-billed Flowerpecker,Dicaeum erythrorhynchos,L53784408,Shrungartali,2026-06-01 10:40,1.0,17.4911657,73.2631019,True,False,True,S350650446,
pursun3,Purple-rumped Sunbird,Leptocoma zeylonica,L53784408,Shrungartali,2026-06-01 10:40,2.0,17.4911657,73.2631019,True,False,True,S350650446,
wecsun1,Vigors's Sunbird,Aethopyga vigorsii,L53784408,Shrungartali,2026-06-01 10:40,2.0,17.4911657,73.2631019,True,False,True,S350650446,
crseag1,Crested Serpent-Eagle,Spilornis cheela,L68610465,"Agra - Mumbai Highway, Thane, Maharashtra, IN (19.699, 73.514)",2026-06-01 10:35,2.0,19.6987224,73.5144135,True,False,True,S350636879,
witswa1,Wire-tailed Swallow,Hirundo smithii,L44233227,"Auto selected 17.66472, 74.03929",2026-06-01 10:12,1.0,17.664723,74.039286,True,False,True,S350634523,
piebus1,Pied Bushchat,Saxicola caprata,L68608071,"National Highway 465, Koravali, Maharashtra, IN (17.574, 75.729)",2026-06-01 09:16,1.0,17.5738113,75.7289654,True,False,True,S350623907,
