speciesCode,commonName,scientificName,locId,locName,observationDate,observationCount,latitude,longitude,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
eabowl1,Eastern Barn Owl,Tyto javanica,L21733513,"Dholepatil Farms Road, Pune, Maharashtra, IN (18.564, 73.949)",2025-07-01 23:48,1.0,18.5636747,73.9490606,True,False,True,S255991981,
rocpig,Rock Pigeon,Columba livia,L48231164,High Bliss Society Dhayri,2025-07-01 23:15,2.0,18.4493583,73.8166189,True,False,True,S256248190,N
rewbul,Red-whiskered Bulbul,Pycnonotus jocosus,L48231164,High Bliss Society Dhayri,2025-07-01 23:15,4.0,18.4493583,73.8166189,True,False,True,S256248190,
junowl1,Jungle Owlet,Glaucidium radiatum,L4799571,Pench National Park--Sillari Gate,2025-07-01 23:00,1.0,21.5883691,79.2832848,True,False,False,S256947142,
spodov,Spotted Dove,Spilopelia chinensis,L2717671,Pabe Ghat,2025-07-01 22:27,3.0,18.3361951,73.6732569,True,False,False,S255953432,
asikoe2,Asian Koel,Eudynamys scolopaceus,L2717671,Pabe Ghat,2025-07-01 22:27,3.0,18.3361951,73.6732569,True,False,False,S255953432,
cohcuc1,Common Hawk-Cuckoo,Hierococcyx varius,L2717671,Pabe Ghat,2025-07-01 22:27,1.0,18.3361951,73.6732569,True,False,False,S255953432,
blakit1,Black Kite,Milvus migrans,L2717671,Pabe Ghat,2025-07-01 22:27,4.0,18.3361951,73.6732569,True,False,False,S255953432,
inghor2,Indian Gray Hornbill,Ocyceros birostris,L2717671,Pabe Ghat,2025-07-01 22:27,5.0,18.3361951,73.6732569,True,False,False,S255953432,
compea,Indian Peafowl,Pavo cristatus,L48868963,"Kolhapur, Maharashtra, IN (16.706, 74.26)",2025-07-01 19:58,1.0,16.7058348,74.2597582,True,False,True,S255908808,
grecou1,Greater Coucal,Centropus sinensis,L48868963,"Kolhapur, Maharashtra, IN (16.706, 74.26)",2025-07-01 19:58,1.0,16.7058348,74.2597582,True,False,True,S255908808,
rewlap1,Red-wattled Lapwing,Vanellus indicus,L48868963,"Kolhapur, Maharashtra, IN (16.706, 74.26)",2025-07-01 19:58,1.0,16.7058348,74.2597582,True,False,True,S255908808,
rorpar,Rose-ringed Parakeet,Psittacula krameri,L48868963,"Kolhapur, Maharashtra, IN (16.706, 74.26)",2025-07-01 19:58,1.0,16.7058348,74.2597582,True,False,True,S255908808,
ruftre2,Rufous Treepie,Dendrocitta vagabunda,L48868963,"Kolhapur, Maharashtra, IN (16.706, 74.26)",2025-07-01 19:58,1.0,16.7058348,74.2597582,True,False,True,S255908808,
houcro1,House Crow,Corvus splendens,L48868963,"Kolhapur, Maharashtra, IN (16.706, 74.26)",2025-07-01 19:58,1.0,16.7058348,74.2597582,True,False,True,S255908808,
commyn,Common Myna,Acridotheres tristis,L48868963,"Kolhapur, Maharashtra, IN (16.706, 74.26)",2025-07-01 19:58,1.0,16.7058348,74.2597582,True,False,True,S255908808,
houspa,House Sparrow,Passer domesticus,L48868963,"Kolhapur, Maharashtra, IN (16.706, 74.26)",2025-07-01 19:58,1.0,16.7058348,74.2597582,True,False,True,S255908808,
maphor1,Malabar Pied-Hornbill,Anthracoceros coronatus,L37135579,"Chimbhave, Maharashtra, IN (18.043, 73.303)",2025-07-01 19:16,2.0,18.0428216,73.3028991,True,False,True,S255894365,
ashpri1,Ashy Prinia,Prinia socialis,L31641276,Home,2025-07-01 19:11,1.0,18.5642418,73.7400139,True,False,True,S255895167,
indrob1,Indian Robin,Copsychus fulicatus,L31641276,Home,2025-07-01 19:11,1.0,18.5642418,73.7400139,True,False,True,S255895167,
comtai1,Common Tailorbird,Orthotomus sutorius,L20239081,Atharva Galaxy Apt. Shivaji HS Sangli .sugar Factory Mah.,2025-07-01 19:10,2.0,16.8809896,74.5820461,True,False,True,S255896030,
magrob,Oriental Magpie-Robin,Copsychus saularis,L20239081,Atharva Galaxy Apt. Shivaji HS Sangli .sugar Factory Mah.,2025-07-01 19:10,4.0,16.8809896,74.5820461,True,False,True,S255896030,
duscrm1,Dusky Crag-Martin,Ptyonoprogne concolor,L10257744,"TIFR Grounds, Colaba",2025-07-01 19:05,3.0,18.9069364,72.8038253,True,False,False,S255894182,
wbseag1,White-bellied Sea-Eagle,Icthyophaga leucogaster,L48863686,"Devgad, Sindhudurg IN-Maharashtra 16.35805, 73.38651",2025-07-01 18:38,1.0,16.358047,73.386513,True,False,True,S255881893,
litswi1,Little Swift,Apus affinis,L48052852,Sevagram,2025-07-01 18:33,12.0,20.7411346,78.6532331,True,False,True,S255883465,
renibi1,Red-naped Ibis,Pseudibis papillosa,L48052852,Sevagram,2025-07-01 18:33,1.0,20.7411346,78.6532331,True,False,True,S255883465,
categr2,Eastern Cattle-Egret,Ardea coromanda,L48052852,Sevagram,2025-07-01 18:33,3.0,20.7411346,78.6532331,True,False,True,S255883465,
whtkin2,White-throated Kingfisher,Halcyon smyrnensis,L48052852,Sevagram,2025-07-01 18:33,2.0,20.7411346,78.6532331,True,False,True,S255883465,
bladro1,Black Drongo,Dicrurus macrocercus,L48052852,Sevagram,2025-07-01 18:33,2.0,20.7411346,78.6532331,True,False,True,S255883465,
revbul,Red-vented Bulbul,Pycnonotus cafer,L48052852,Sevagram,2025-07-01 18:33,5.0,20.7411346,78.6532331,True,False,True,S255883465,
indwhe1,Indian White-eye,Zosterops palpebrosus,L48052852,Sevagram,2025-07-01 18:33,1.0,20.7411346,78.6532331,True,False,True,S255883465,
laudov1,Laughing Dove,Spilopelia senegalensis,L43876565,"Shimpi Vetal, Washim",2025-07-01 18:17,2.0,20.1016621,77.1331171,True,False,False,S255944580,
placuc3,Gray-bellied Cuckoo,Cacomantis passerinus,L43876565,"Shimpi Vetal, Washim",2025-07-01 18:17,2.0,20.1016621,77.1331171,True,False,False,S255944580,
indsil,Indian Silverbill,Euodice malabarica,L43876565,"Shimpi Vetal, Washim",2025-07-01 18:17,2.0,20.1016621,77.1331171,True,False,False,S255944580,
junbab2,Jungle Babbler,Argya striata,L22327332,Prakash Nagar open plots,2025-07-01 18:07,4.0,20.7514722,78.6076268,True,False,False,S255880006,
brasta1,Brahminy Starling,Sturnia pagodarum,L22327332,Prakash Nagar open plots,2025-07-01 18:07,1.0,20.7514722,78.6076268,True,False,False,S255880006,
indcha1,Brown Rock Chat,Oenanthe fusca,L22327332,Prakash Nagar open plots,2025-07-01 18:07,1.0,20.7514722,78.6076268,True,False,False,S255880006,
pursun3,Purple-rumped Sunbird,Leptocoma zeylonica,L19540247,Devidas Lane,2025-07-01 18:02,2.0,19.2388234,72.8485575,True,False,True,S255879092,
