speciesCode,commonName,scientificName,locId,locName,observationDate,observationCount,latitude,longitude,obsValid,obsReviewed,locationPrivate,subId,exoticCategory
ashpri1,Ashy Prinia,Prinia socialis,L74771139,"Shakti Nagar Road, Chhatrapati Sambhajinagar, Maharashtra, IN (19.878, 75.316)",2026-08-01 10:00,1,19.8780735,75.3162522,True,False,True,S378560036,
isbduc1,Indian Spot-billed Duck,Anas poecilorhyncha,L43510962,Palava LSG/Downtown Phase II Antarli Dombivli,2026-08-01 09:36,1,19.1594071,73.1140248,True,False,True,S378559357,
rocpig,Rock Pigeon,Columba livia,L43510962,Palava LSG/Downtown Phase II Antarli Dombivli,2026-08-01 09:36,30,19.1594071,73.1140248,True,False,True,S378559357,N
litcor1,Little Cormorant,Microcarbo niger,L43510962,Palava LSG/Downtown Phase II Antarli Dombivli,2026-08-01 09:36,2,19.1594071,73.1140248,True,False,True,S378559357,
purher1,Purple Heron,Ardea purpurea,L43510962,Palava LSG/Downtown Phase II Antarli Dombivli,2026-08-01 09:36,1,19.1594071,73.1140248,True,False,True,S378559357,
witswa1,Wire-tailed Swallow,Hirundo smithii,L43510962,Palava LSG/Downtown Phase II Antarli Dombivli,2026-08-01 09:36,1,19.1594071,73.1140248,True,False,True,S378559357,
commyn,Common Myna,Acridotheres tristis,L43510962,Palava LSG/Downtown Phase II Antarli Dombivli,2026-08-01 09:36,2,19.1594071,73.1140248,True,False,True,S378559357,
pursun3,Purple-rumped Sunbird,Leptocoma zeylonica,L43510962,Palava LSG/Downtown Phase II Antarli Dombivli,2026-08-01 09:36,1,19.1594071,73.1140248,True,False,True,S378559357,
houspa,House Sparrow,Passer domesticus,L43510962,Palava LSG/Downtown Phase II Antarli Dombivli,2026-08-01 09:36,5,19.1594071,73.1140248,True,False,True,S378559357,
asikoe2,Asian Koel,Eudynamys scolopaceus,L19540247,Devidas Lane,2026-08-01 09:30,1,19.2388234,72.8485575,True,False,True,S378562040,
ingori1,Indian Golden Oriole,Oriolus kundoo,L19540247,Devidas Lane,2026-08-01 09:30,1,19.2388234,72.8485575,True,False,True,S378562040,
houcro1,House Crow,Corvus splendens,L19540247,Devidas Lane,2026-08-01 09:30,5,19.2388234,72.8485575,True,False,True,S378562040,
comtai1,Common Tailorbird,Orthotomus sutorius,L19540247,Devidas Lane,2026-08-01 09:30,1,19.2388234,72.8485575,True,False,True,S378562040,
revbul,Red-vented Bulbul,Pycnonotus cafer,L19540247,Devidas Lane,2026-08-01 09:30,1,19.2388234,72.8485575,True,False,True,S378562040,
compea,Indian Peafowl,Pavo cristatus,L37850687,nda,2026-08-01 09:21,2,18.4530563,73.74823,True,False,True,S378556948,
yefpig1,Yellow-footed Green-Pigeon,Treron phoenicopterus,L37850687,nda,2026-08-01 09:21,5,18.4530563,73.74823,True,False,True,S378556948,
grecou1,Greater Coucal,Centropus sinensis,L37850687,nda,2026-08-01 09:21,1,18.4530563,73.74823,True,False,True,S378556948,
placuc3,Gray-bellied Cuckoo,Cacomantis passerinus,L37850687,nda,2026-08-01 09:21,1,18.4530563,73.74823,True,False,True,S378556948,
asidrc2,Fork-tailed Drongo-Cuckoo,Surniculus dicruroides,L37850687,nda,2026-08-01 09:21,1,18.4530563,73.74823,True,False,True,S378556948,
indnig1,Indian Nightjar,Caprimulgus asiaticus,L37850687,nda,2026-08-01 09:21,1,18.4530563,73.74823,True,False,True,S378556948,
litswi1,Little Swift,Apus affinis,L37850687,nda,2026-08-01 09:21,2,18.4530563,73.74823,True,False,True,S378556948,
whtkin2,White-throated Kingfisher,Halcyon smyrnensis,L37850687,nda,2026-08-01 09:21,1,18.4530563,73.74823,True,False,True,S378556948,
copbar1,Coppersmith Barbet,Psilopogon haemacephalus,L37850687,nda,2026-08-01 09:21,4,18.4530563,73.74823,True,False,True,S378556948,
whcbar1,White-cheeked Barbet,Psilopogon viridis,L37850687,nda,2026-08-01 09:21,2,18.4530563,73.74823,True,False,True,S378556948,
rorpar,Rose-ringed Parakeet,Psittacula krameri,L37850687,nda,2026-08-01 09:21,6,18.4530563,73.74823,True,False,True,S378556948,
vehpar1,Vernal Hanging-Parrot,Loriculus vernalis,L37850687,nda,2026-08-01 09:21,2,18.4530563,73.74823,True,False,True,S378556948,
bkhcus1,Black-headed Cuckooshrike,Lalage melanoptera,L37850687,nda,2026-08-01 09:21,2,18.4530563,73.74823,True,False,True,S378556948,
comior1,Common Iora,Aegithina tiphia,L37850687,nda,2026-08-01 09:21,2,18.4530563,73.74823,True,False,True,S378556948,
spbfan1,Spot-breasted Fantail,Rhipidura albogularis,L37850687,nda,2026-08-01 09:21,3,18.4530563,73.74823,True,False,True,S378556948,
bladro1,Black Drongo,Dicrurus macrocercus,L37850687,nda,2026-08-01 09:21,1,18.4530563,73.74823,True,False,True,S378556948,
blnmon1,Black-naped Monarch,Hypothymis azurea,L37850687,nda,2026-08-01 09:21,2,18.4530563,73.74823,True,False,True,S378556948,
labcro1,Large-billed Crow,Corvus macrorhynchos,L37850687,nda,2026-08-01 09:21,5,18.4530563,73.74823,True,False,True,S378556948,
cintit13,Asian Tit,Parus cinereus,L37850687,nda,2026-08-01 09:21,4,18.4530563,73.74823,True,False,True,S378556948,
duscrm1,Dusky Crag-Martin,Ptyonoprogne concolor,L37850687,nda,2026-08-01 09:21,3,18.4530563,73.74823,True,False,True,S378556948,
y00621,Eastern Red-rumped Swallow,Cecropis daurica,L37850687,nda,2026-08-01 09:21,5,18.4530563,73.74823,True,False,True,S378556948,
rewbul,Red-whiskered Bulbul,Pycnonotus jocosus,L37850687,nda,2026-08-01 09:21,2,18.4530563,73.74823,True,False,True,S378556948,
yeebab1,Yellow-eyed Babbler,Chrysomma sinense,L37850687,nda,2026-08-01 09:21,4,18.4530563,73.74823,True,False,True,S378556948,
indwhe1,Indian White-eye,Zosterops palpebrosus,L37850687,nda,2026-08-01 09:21,6,18.4530563,73.74823,True,False,True,S378556948,
tabbab1,Tawny-bellied Babbler,Dumetia hyperythra,L37850687,nda,2026-08-01 09:21,2,18.4530563,73.74823,True,False,True,S378556948,
brcful1,Brown-cheeked Fulvetta,Alcippe poioicephala,L37850687,nda,2026-08-01 09:21,2,18.4530563,73.74823,True,False,True,S378556948,
brasta1,Brahminy Starling,Sturnia pagodarum,L37850687,nda,2026-08-01 09:21,4,18.4530563,73.74823,True,False,True,S378556948,
junmyn1,Jungle Myna,Acridotheres fuscus,L37850687,nda,2026-08-01 09:21,4,18.4530563,73.74823,True,False,True,S378556948,
orhthr1,Orange-headed Thrush,Geokichla citrina,L37850687,nda,2026-08-01 09:21,2,18.4530563,73.74823,True,False,True,S378556948,
eurbla2,Indian Blackbird,Turdus simillimus,L37850687,nda,2026-08-01 09:21,2,18.4530563,73.74823,True,False,True,S378556948,
indrob1,Indian Robin,Copsychus fulicatus,L37850687,nda,2026-08-01 09:21,2,18.4530563,73.74823,True,False,True,S378556948,
magrob,Oriental Magpie-Robin,Copsychus saularis,L37850687,nda,2026-08-01 09:21,2,18.4530563,73.74823,True,False,True,S378556948,
tibfly3,Tickell's Blue Flycatcher,Cyornis tickelliae,L37850687,nda,2026-08-01 09:21,3,18.4530563,73.74823,True,False,True,S378556948,
pursun4,Purple Sunbird,Cinnyris asiaticus,L37850687,nda,2026-08-01 09:21,1,18.4530563,73.74823,True,False,True,S378556948,
wecsun1,Vigors's Sunbird,Aethopyga vigorsii,L37850687,nda,2026-08-01 09:21,1,18.4530563,73.74823,True,False,True,S378556948,
jerlea1,Jerdon's Leafbird,Chloropsis jerdoni,L37850687,nda,2026-08-01 09:21,2,18.4530563,73.74823,True,False,True,S378556948,
baywea1,Baya Weaver,Ploceus philippinus,L37850687,nda,2026-08-01 09:21,8,18.4530563,73.74823,True,False,True,S378556948,
indsil,Indian Silverbill,Euodice malabarica,L37850687,nda,2026-08-01 09:21,6,18.4530563,73.74823,True,False,True,S378556948,
nutman,Scaly-breasted Munia,Lonchura punctulata,L37850687,nda,2026-08-01 09:21,20,18.4530563,73.74823,True,False,True,S378556948,
whrmun,White-rumped Munia,Lonchura striata,L37850687,nda,2026-08-01 09:21,10,18.4530563,73.74823,True,False,True,S378556948,
chspet1,Yellow-throated Sparrow,Gymnoris xanthocollis,L37850687,nda,2026-08-01 09:21,5,18.4530563,73.74823,True,False,True,S378556948,
eucdov,Eurasian Collared-Dove,Streptopelia decaocto,L58034063,Dreamland City University side,2026-08-01 08:25,1,20.716822,78.574819,True,False,True,S378555387,
spodov,Spotted Dove,Spilopelia chinensis,L58034063,Dreamland City University side,2026-08-01 08:25,2,20.716822,78.574819,True,False,True,S378555387,
laudov1,Laughing Dove,Spilopelia senegalensis,L58034063,Dreamland City University side,2026-08-01 08:25,3,20.716822,78.574819,True,False,True,S378555387,
cohcuc1,Common Hawk-Cuckoo,Hierococcyx varius,L58034063,Dreamland City University side,2026-08-01 08:25,1,20.716822,78.574819,True,False,True,S378555387,
whbwat1,White-breasted Waterhen,Amaurornis phoenicurus,L58034063,Dreamland City University side,2026-08-01 08:25,2,20.716822,78.574819,True,False,True,S378555387,
rewlap1,Red-wattled Lapwing,Vanellus indicus,L58034063,Dreamland City University side,2026-08-01 08:25,3,20.716822,78.574819,True,False,True,S378555387,
renibi1,Red-naped Ibis,Pseudibis papillosa,L58034063,Dreamland City University side,2026-08-01 08:25,2,20.716822,78.574819,True,False,True,S378555387,
aspsta2,Indian Pied Starling,Gracupica contra,L11032778,KATWISHUKA Den,2026-08-01 08:10,2,19.3386586,72.8072204,True,False,True,S378550348,
alepar2,Alexandrine Parakeet,Psittacula eupatria,L23325309,"T-34, Lokhandwala Complex Road, Mumbai IN-MH 19.13789, 72.82495",2026-08-01 08:01,5,19.137886,72.824952,True,False,True,S378548532,
aspswi1,Asian Palm Swift,Cypsiurus balasiensis,L39660691,IITB Powai Lakeside,2026-08-01 08:00,5,19.1273785,72.913934,True,False,True,S378563441,
purswa3,Gray-headed Swamphen,Porphyrio poliocephalus,L39660691,IITB Powai Lakeside,2026-08-01 08:00,1,19.1273785,72.913934,True,False,True,S378563441,
brwjac1,Bronze-winged Jacana,Metopidius indicus,L39660691,IITB Powai Lakeside,2026-08-01 08:00,2,19.1273785,72.913934,True,False,True,S378563441,
inpher1,Indian Pond-Heron,Ardeola grayii,L39660691,IITB Powai Lakeside,2026-08-01 08:00,2,19.1273785,72.913934,True,False,True,S378563441,
categr2,Eastern Cattle-Egret,Ardea coromanda,L39660691,IITB Powai Lakeside,2026-08-01 08:00,5,19.1273785,72.913934,True,False,True,S378563441,
greegr,Great Egret,Ardea alba,L39660691,IITB Powai Lakeside,2026-08-01 08:00,1,19.1273785,72.913934,True,False,True,S378563441,
blakit1,Black Kite,Milvus migrans,L39660691,IITB Powai Lakeside,2026-08-01 08:00,20,19.1273785,72.913934,True,False,True,S378563441,
inghor2,Indian Gray Hornbill,Ocyceros birostris,L39047491,"Bicchan River, Paratwada",2026-08-01 08:00,2,21.3008249,77.5163808,True,False,False,S378551183,
whbbul2,White-browed Bulbul,Pycnonotus luteolus,L39660691,IITB Powai Lakeside,2026-08-01 08:00,1,19.1273785,72.913934,True,False,True,S378563441,
lagbab2,Large Gray Babbler,Argya malcolmi,L34607419,"Nashik, Maharashtra, IN (19.961, 73.82) Manohar Garden ..",2026-08-01 08:00,18,19.9612947,73.8199485,True,False,True,S378554325,
junbab2,Jungle Babbler,Argya striata,L39660691,IITB Powai Lakeside,2026-08-01 08:00,10,19.1273785,72.913934,True,False,True,S378563441,
plapri1,Plain Prinia,Prinia inornata,L59161020,"Dream land city, Wardha",2026-08-01 07:41,1,20.719259,78.580899,True,False,False,S378548375,
piebus1,Pied Bushchat,Saxicola caprata,L59161020,"Dream land city, Wardha",2026-08-01 07:41,2,20.719259,78.580899,True,False,False,S378548375,
indcha1,Brown Rock Chat,Oenanthe fusca,L59161020,"Dream land city, Wardha",2026-08-01 07:41,2,20.719259,78.580899,True,False,False,S378548375,
paifra1,Painted Francolin,Francolinus pictus,L58157695,"Katol Road, Bodhala, Maharashtra, IN (21.201, 79.007)",2026-08-01 07:37,1,21.2013483,79.0071683,True,False,True,S378561548,
recdov1,Red Collared-Dove,Streptopelia tranquebarica,L58157695,"Katol Road, Bodhala, Maharashtra, IN (21.201, 79.007)",2026-08-01 07:37,2,21.2013483,79.0071683,True,False,True,S378561548,
plhpar1,Plum-headed Parakeet,Psittacula cyanocephala,L58157695,"Katol Road, Bodhala, Maharashtra, IN (21.201, 79.007)",2026-08-01 07:37,7,21.2013483,79.0071683,True,False,True,S378561548,
whbfan2,White-browed Fantail,Rhipidura aureola,L58157695,"Katol Road, Bodhala, Maharashtra, IN (21.201, 79.007)",2026-08-01 07:37,2,21.2013483,79.0071683,True,False,True,S378561548,
aspfly1,Indian Paradise-Flycatcher,Terpsiphone paradisi,L58157695,"Katol Road, Bodhala, Maharashtra, IN (21.201, 79.007)",2026-08-01 07:37,4,21.2013483,79.0071683,True,False,True,S378561548,
grejun2,Gray Junglefowl,Gallus sonneratii,L59562792,"Prabhulkar House, Ranavi",2026-08-01 07:32,1,17.5377087,73.1764961,True,False,True,S378558677,
jubqua1,Jungle Bush-Quail,Perdicula asiatica,L59562792,"Prabhulkar House, Ranavi",2026-08-01 07:32,1,17.5377087,73.1764961,True,False,True,S378558677,
brakit1,Brahminy Kite,Haliastur indus,L59562792,"Prabhulkar House, Ranavi",2026-08-01 07:32,1,17.5377087,73.1764961,True,False,True,S378558677,
grnbee3,Asian Green Bee-eater,Merops orientalis,L59562792,"Prabhulkar House, Ranavi",2026-08-01 07:32,2,17.5377087,73.1764961,True,False,True,S378558677,
brhbar1,Brown-headed Barbet,Psilopogon zeylanicus,L59562792,"Prabhulkar House, Ranavi",2026-08-01 07:32,4,17.5377087,73.1764961,True,False,True,S378558677,
bkrfla1,Black-rumped Flameback,Dinopium benghalense,L59562792,"Prabhulkar House, Ranavi",2026-08-01 07:32,1,17.5377087,73.1764961,True,False,True,S378558677,
indpit1,Indian Pitta,Pitta brachyura,L59562792,"Prabhulkar House, Ranavi",2026-08-01 07:32,1,17.5377087,73.1764961,True,False,True,S378558677,
smamin1,Small Minivet,Pericrocotus cinnamomeus,L59562792,"Prabhulkar House, Ranavi",2026-08-01 07:32,2,17.5377087,73.1764961,True,False,True,S378558677,
larcuc1,Indian Cuckooshrike,Coracina macei,L59562792,"Prabhulkar House, Ranavi",2026-08-01 07:32,2,17.5377087,73.1764961,True,False,True,S378558677,
blhori1,Black-hooded Oriole,Oriolus xanthornus,L59562792,"Prabhulkar House, Ranavi",2026-08-01 07:32,2,17.5377087,73.1764961,True,False,True,S378558677,
gybpri1,Gray-breasted Prinia,Prinia hodgsonii,L59562792,"Prabhulkar House, Ranavi",2026-08-01 07:32,3,17.5377087,73.1764961,True,False,True,S378558677,
